NAAM;STRAAT;GEMEENTE;WGS84_LATITUDE;WGS84_LONGITUDE;EMAIL;LINK;POITYPE;CATEGORIE
Technisch Instituut Heilige Familie;Oude Zak;Brugge;51,21010788;3,21707307;info@tihf.be;https://www.tihf.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Hoofdstedelijke Basisschool Leidstar;Claessensstraat;Brussel;50,87214382;4,35555399;sec.leidstar@brucity.education;https://www.leidstar.com;Gewoon kleuteronderwijs;Basisonderwijs
Hoofdstedelijke Basisschool Leidstar;Claessensstraat;Brussel;50,87214382;4,35555399;sec.leidstar@brucity.education;https://www.leidstar.com;Gewoon lager onderwijs;Basisonderwijs
Hoofdstedelijke Basisschool Kakelbont;Reper-Vrevenstraat;Brussel;50,89015555;4,33838051;an.ghys@brucity.education;https://www.kakelbont.net;Gewoon kleuteronderwijs;Basisonderwijs
Hoofdstedelijke Basisschool Kakelbont;Reper-Vrevenstraat;Brussel;50,89015555;4,33838051;an.ghys@brucity.education;https://www.kakelbont.net;Gewoon lager onderwijs;Basisonderwijs
Hoofdstedelijke Kunstacademie;Reper-Vrevenstraat;Brussel;50,89015555;4,33838051; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Hoofdstedelijk Instituut Anneessens-Funck;Slachthuislaan;Brussel;50,84706884;4,33749897; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Vrije Basisschool De Schatkist- Evangelische Basisschool;Arthur Maesstraat;Brussel;50,88442895;4,4235207;directie@deschatkist.org;https://www.deschatkist.org;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool De Schatkist- Evangelische Basisschool;Arthur Maesstraat;Brussel;50,88442895;4,4235207;directie@deschatkist.org;https://www.deschatkist.org;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool - Kameleon;Beemdgrachtstraat;Brussel;50,89529926;4,4188429;directie@kameleonharen.be;https://www.KameleonHaren.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Kameleon;Beemdgrachtstraat;Brussel;50,89529926;4,4188429;directie@kameleonharen.be;https://www.KameleonHaren.be;Gewoon lager onderwijs;Basisonderwijs
Hoofdstedelijke Kunstacademie;Kortenbachstraat;Brussel;50,89209957;4,41757448; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Hoofdstedelijke Basisschool Harenheide;Verdunstraat;Brussel;50,8909493;4,41667787;joelle.verhulst@brucity.education;https://harenheide.brussel.be;Gewoon kleuteronderwijs;Basisonderwijs
Hoofdstedelijke Basisschool Harenheide;Verdunstraat;Brussel;50,8909493;4,41667787;joelle.verhulst@brucity.education;https://harenheide.brussel.be;Gewoon lager onderwijs;Basisonderwijs
Hoofdstedelijke Kunstacademie;Verdunstraat;Brussel;50,8909493;4,41667787; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Hoofdstedelijke Basisschool Peter Benoit;Driegatenstraat;Brussel;50,89533499;4,3908697;karen.segers@brucity.education;https://peterbenoit.brussel.be/;Gewoon kleuteronderwijs;Basisonderwijs
Hoofdstedelijke Basisschool Peter Benoit;Driegatenstraat;Brussel;50,89533499;4,3908697;karen.segers@brucity.education;https://peterbenoit.brussel.be/;Gewoon lager onderwijs;Basisonderwijs
Hoofdstedelijke Kunstacademie;Driegatenstraat;Brussel;50,89533499;4,3908697; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Hoofdstedelijke Kunstacademie;Peter Benoitplein;Brussel;50,8962703;4,38858165; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Vrije Basisschool - LEO XIII;Leo XIII-straat;Brussel;50,89391544;4,38644858;sieglinde.baeyens@leoxiii.be;https://www.leoxiii.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - LEO XIII;Leo XIII-straat;Brussel;50,89391544;4,38644858;sieglinde.baeyens@leoxiii.be;https://www.leoxiii.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool - LEO XIII;Frans Vekemansstraat;Brussel;50,89467066;4,38572396; ;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - LEO XIII;Frans Vekemansstraat;Brussel;50,89467066;4,38572396; ;;Gewoon lager onderwijs;Basisonderwijs
GO! Basisschool Kasteel Beiaard;Kruipweg;Brussel;50,89437473;4,37993886;bart.laevens@kasteelbeiaard.be;https://kasteelbeiaard.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool Kasteel Beiaard;Kruipweg;Brussel;50,89437473;4,37993886;bart.laevens@kasteelbeiaard.be;https://kasteelbeiaard.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool Ten Nude;John Waterloo Wilsonstraat;Brussel;50,84930163;4,37992749;directie@tennude.be;https://www.tennude.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Ten Nude;John Waterloo Wilsonstraat;Brussel;50,84930163;4,37992749;directie@tennude.be;https://www.tennude.be;Gewoon lager onderwijs;Basisonderwijs
Sint-Lukasacademie;John Waterloo Wilsonstraat;Brussel;50,84933759;4,3798707; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
GO! school voor buitengewoon secundair onderwijs Vila'Ket;Beizegemstraat;Brussel;50,89546275;4,37645668;info.buso@campusheemschool.be;https://www.campusheemschool.be;Buitengewoon secundair onderwijs;Secundair onderwijs
GO! Medisch Pedagogisch Instituut - Heemschool Neder-over-Heembeek;Beizegemstraat;Brussel;50,89546275;4,37645668;info.mpi@campusheemschool.be;https://www.campusheemschool.be/mpi;Buitengewoon kleuteronderwijs;Basisonderwijs
GO! Medisch Pedagogisch Instituut - Heemschool Neder-over-Heembeek;Beizegemstraat;Brussel;50,89546275;4,37645668;info.mpi@campusheemschool.be;https://www.campusheemschool.be/mpi;Buitengewoon lager onderwijs;Basisonderwijs
GO! muziekacademie Schaarbeek;Beizegemstraat;Brussel;50,89546275;4,37645668; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Vrije Basisschool Maria Assumpta - Donderberg;Donderberg;Brussel;50,89476171;4,37432447;directie@malbdo.be;https://www.malbdo.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Maria Assumpta - Donderberg;Donderberg;Brussel;50,89476171;4,37432447;directie@malbdo.be;https://www.malbdo.be;Gewoon lager onderwijs;Basisonderwijs
Hoofdstedelijk Atheneum Karel Buls;Bonekruidlaan;Brussel;50,89593048;4,3702025;sec.karelbuls@brucity.education;https://www.karelbuls.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Hoofdstedelijk Instituut Anneessens-Funck;Bonekruidlaan;Brussel;50,89593048;4,3702025; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Vrije Basisschool Maria-Assumpta;Stalkruidlaan;Brussel;50,89934635;4,36305238; ;;Gewoon lager onderwijs;Basisonderwijs
Maria Assumptalyceum;Stalkruidlaan;Brussel;50,89934635;4,36305238;info@mariaassumptalyceum.be;https://www.mariaassumptalyceum.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Maria Assumptalyceum A.S.O.-T.S.O.-B.S.O.;Stalkruidlaan;Brussel;50,89963399;4,36261168;info@mariaassumptalyceum.be;https://www.mariaassumptalyceum.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Regina Pacisinstituut;Stalkruidlaan;Brussel;50,89963399;4,36261168; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Vrije Basisschool Maria-Assumpta;Paul Jansonstraat;Brussel;50,89949015;4,36228474;directie@malb.be;https://basisschool.mariaassumptalyceum.be/;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Maria-Assumpta;Paul Jansonstraat;Brussel;50,89949015;4,36228474;directie@malb.be;https://basisschool.mariaassumptalyceum.be/;Gewoon lager onderwijs;Basisonderwijs
GO! Basisschool Pacheco;Oratoriënberg;Brussel;50,84939195;4,36185072;directie@basisschool-pacheco.be;https://www.campuspacheco.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool Pacheco;Oratoriënberg;Brussel;50,84939195;4,36185072;directie@basisschool-pacheco.be;https://www.campuspacheco.be;Gewoon lager onderwijs;Basisonderwijs
GO! atheneum Anderlecht;Oratoriënberg;Brussel;50,84939195;4,36185072; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! 4 CITy;Oratoriënberg;Brussel;50,84939195;4,36185072; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! atheneum Unescoschool Koekelberg;Oratoriënberg;Brussel;50,84939195;4,36185072; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! atheneum Sint-Pieters-Woluwe;Oratoriënberg;Brussel;50,84939195;4,36185072; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Hoofdstedelijke Kunstacademie;Antwerpsesteenweg;Brussel;50,86492549;4,35764402; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Hoofdstedelijk Atheneum Karel Buls;Mutsaardlaan;Brussel;50,89868077;4,35753701; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Hoofdstedelijk Instituut Anneessens-Funck;Mutsaardlaan;Brussel;50,89868077;4,35753701; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! Basisschool De Telescoop;Mathieu Desmaréstraat;Brussel;50,87965909;4,35651821;secretariaat@detelescoop.be;https://bsdetelescoop.be/;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool De Telescoop;Mathieu Desmaréstraat;Brussel;50,87965909;4,35651821;secretariaat@detelescoop.be;https://bsdetelescoop.be/;Gewoon lager onderwijs;Basisonderwijs
Odisee;Warmoesberg;Brussel;50,84895106;4,35644057;info@odisee.be;https://www.odisee.be/;Hogescholen;Hoger onderwijs
Hoofdstedelijke Basisschool Klavertje Vier;Groendreef;Brussel;50,86473648;4,35531448;katrien.kovaleni@brucity.education;https://www.klavertjevierschool.be;Gewoon kleuteronderwijs;Basisonderwijs
Hoofdstedelijke Basisschool Klavertje Vier;Groendreef;Brussel;50,86473648;4,35531448;katrien.kovaleni@brucity.education;https://www.klavertjevierschool.be;Gewoon lager onderwijs;Basisonderwijs
Ligo, Centrum voor Basiseducatie Brusselleer;Emile Jacqmainlaan;Brussel;50,85547731;4,35528859;info@ligo-brusselleer.be;https://www.ligo-brusselleer.be;Basiseducatie;Volwassenenonderwijs
Jan-van-Ruusbroeckollege Eerste Graad;Forumlaan;Brussel;50,8973501;4,3551066;philip.cobbaert@ruusbroec.be;https://www.ruusbroec.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Jan-van-Ruusbroeckollege;Forumlaan;Brussel;50,8973501;4,3551066;philip.cobbaert@ruusbroec.be;https://www.ruusbroec.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Centrum voor deeltijdse vorming Profo;Emile Jacqmainlaan;Brussel;50,85278017;4,35281832; ;;Deeltijdse vorming;Secundair onderwijs
Centrum voor deeltijdse vorming Profo;Willebroekkaai;Brussel;50,86351358;4,35255916;franky.hiele@profo.be;;Deeltijdse vorming;Secundair onderwijs
GO! technisch atheneum Jette;Chrysantenstraat;Brussel;50,88186963;4,34973951; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! Kunsthumaniora Brussel;Chrysantenstraat;Brussel;50,88186963;4,34973951;info@kunsthumaniorabrussel.be;https://www.kunsthumaniorabrussel.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! muziekacademie Anderlecht;Chrysantenstraat;Brussel;50,88186963;4,34973951; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
GO! technisch atheneum Zavelenberg Sint-Agatha-Berchem;Chrysantenstraat;Brussel;50,88186963;4,34973951; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Vrije Basisschool Sint-Joris basisschool;Cellebroersstraat;Brussel;50,84371827;4,34954143;jcauwels@sintjorisbasisschool.be;https://www.sintjorisbasisschool.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Sint-Joris basisschool;Cellebroersstraat;Brussel;50,84371827;4,34954143;jcauwels@sintjorisbasisschool.be;https://www.sintjorisbasisschool.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool - Sint-Ursula;Dieudonné Lefèvrestraat;Brussel;50,87112714;4,34904758;sintursulalaken@gmail.com;https://www.sintursulalaken.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Sint-Ursula;Dieudonné Lefèvrestraat;Brussel;50,87112714;4,34904758;sintursulalaken@gmail.com;https://www.sintursulalaken.be;Gewoon lager onderwijs;Basisonderwijs
Sint-Jan Berchmanscollege eerstegraadsschool;Ursulinenstraat;Brussel;50,84177643;4,34887489;kdeceukelaire@sint-jan-brussel.be;https://www.sint-jan-brussel.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Sint-Jan Berchmanscollege;Ursulinenstraat;Brussel;50,84177643;4,34887489;tgeeroms@sint-jan-brussel.be;https://www.sint-jan-brussel.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Syntra Brussel;Havenlaan;Brussel;50,86420521;4,3487947;nicolas.blancquaert@syntrabrussel.be;;Leertijd;Secundair onderwijs
GO! Basisschool 't Plant'zoentje Laken;Karel Bogaerdstraat;Brussel;50,88132107;4,34847505;sec@hetplantzoentje.be;https://www.hetplantzoentje.be;Gewoon lager onderwijs;Basisonderwijs
GO! 4 CITy;Karel Bogaerdstraat;Brussel;50,88132107;4,34847505; ;https://www.lyceummarthasomers.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Middelbare Steinerschool Vlaanderen;Priemstraat;Brussel;50,84195605;4,34789516;info@msv-vzw.be;https://www.msv-vzw.be/;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Hoofdstedelijke Kunstacademie;Emile Bockstaellaan;Brussel;50,87330212;4,3463615; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Sint-Lukasacademie;Emile Bockstaellaan;Brussel;50,87330212;4,3463615; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Hoofdstedelijk Atheneum Karel Buls;Groot Eiland;Brussel;50,84608192;4,3460901; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Hoofdstedelijk Instituut Anneessens-Funck;Groot Eiland;Brussel;50,84608192;4,3460901;laurent.neyens@brucity.education;https://www.anneessens-funck.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Hoofdstedelijk Instituut Anneessens-Funck;Groot Eiland;Brussel;50,84608192;4,3460901;laurent.neyens@brucity.education;https://www.anneessens-funck.be;Deeltijds beroepssecundair onderwijs;Secundair onderwijs
Vrije Lagere School - Sint-Jan Berchmanscollege;Nieuwland;Brussel;50,84124552;4,34592199;directie@sjbbrussel.be;https://www.sjbbrussel.be;Gewoon lager onderwijs;Basisonderwijs
Hoofdstedelijke Basisschool De Droomboom;Richard Neyberghlaan;Brussel;50,87703266;4,34591931;dedroomboom@brucity.education;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Kleuterschool Sint-Jan Berchmanscollege;Rogier van der Weydenstraat;Brussel;50,84151516;4,34565211;directie@sjbbrussel.be;https://www.sjbbrussel.be;Gewoon kleuteronderwijs;Basisonderwijs
Centrum voor deeltijdse vorming groep Intro Brussel;Muggenstraat;Brussel;50,84503902;4,34548004; ;;Deeltijdse vorming;Secundair onderwijs
Imelda-Instituut;Moutstraat;Brussel;50,85039667;4,34499465;info@imelda-instituut.be;https://www.imelda-instituut.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Maria-Boodschaplyceum;Moutstraat;Brussel;50,85008203;4,3449238;info@mabobrussel.be;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Maria-Boodschaplyceum;Moutstraat;Brussel;50,85008203;4,3449238;info@mabobrussel.be;https://www.mabobrussel.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! Basisschool De Kleurdoos Brussel;Moutstraat;Brussel;50,85019886;4,34476754;info@bsdekleurdoos.be;https://www.bsdekleurdoos.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool De Kleurdoos Brussel;Moutstraat;Brussel;50,85019886;4,34476754;info@bsdekleurdoos.be;https://www.bsdekleurdoos.be;Gewoon lager onderwijs;Basisonderwijs
GO!school voor beeldende kunsten Anderlecht;Moutstraat;Brussel;50,85019886;4,34476754; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Vrije Basisschool - Katoba Maria Boodschap Brussel;Vlaamsesteenweg;Brussel;50,85313818;4,34355897;directie@mabobasis.be;https://www.mabobasis.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Katoba Maria Boodschap Brussel;Vlaamsesteenweg;Brussel;50,85313818;4,34355897;directie@mabobasis.be;https://www.mabobasis.be;Gewoon lager onderwijs;Basisonderwijs
Imelda-Instituut;Vlaamsesteenweg;Brussel;50,85314713;4,34338855; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Hoofdstedelijke Kunstacademie;Louis Wittouckstraat;Brussel;50,87625898;4,34300698; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Hoofdstedelijke Basisschool De Droomboom;Louis Wittouckstraat;Brussel;50,87625898;4,34300698;christine.sterckx@brucity.education;;Gewoon kleuteronderwijs;Basisonderwijs
Hoofdstedelijke Basisschool De Droomboom;Louis Wittouckstraat;Brussel;50,87625898;4,34300698;christine.sterckx@brucity.education;;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool Nieuwland;Nieuwland;Brussel;50,83879076;4,3428708;brotsaert@bsnieuwland.be;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Nieuwland;Nieuwland;Brussel;50,83879076;4,3428708;brotsaert@bsnieuwland.be;;Gewoon lager onderwijs;Basisonderwijs
Zaveldal buitengewoon secundair onderwijs;Nieuwland;Brussel;50,83865586;4,34258694;onthaal@zaveldal-vgc.be;https://www.zaveldal-vgc.be;Buitengewoon secundair onderwijs;Secundair onderwijs
Hoofdstedelijke Kunstacademie;Nieuwland;Brussel;50,83865586;4,34258694;academie@brucity.education;https://www.hoofdstedelijkeacademie.be;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Hoofdstedelijk Instituut Anneessens-Funck;Fonteinstraat;Brussel;50,84074135;4,34220247; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Hoofdstedelijke Basisschool DeZennestraal;Zennestraat;Brussel;50,84626936;4,33984236;sec.dezennestraal@brucity.education;https://ipoweb.bruxelles.be/zennestraal/;Gewoon kleuteronderwijs;Basisonderwijs
Hoofdstedelijke Basisschool DeZennestraal;Zennestraat;Brussel;50,84626936;4,33984236;sec.dezennestraal@brucity.education;https://ipoweb.bruxelles.be/zennestraal/;Gewoon lager onderwijs;Basisonderwijs
Maria Assumptalyceum A.S.O.-T.S.O.-B.S.O.;Magnolialaan;Brussel;50,89741628;4,3291648; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Regina Pacisinstituut;Magnolialaan;Brussel;50,89741628;4,3291648;directie@sec.reginapacis.eu;https://www.reginapacis.eu;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Vrije Basisschool Regina Pacis Campus Pioenen;Pioenenstraat;Brussel;50,89779378;4,3289797;els.vanderstraeten@pioenen.reginapacis.eu;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Regina Pacis Campus Pioenen;Pioenenstraat;Brussel;50,89779378;4,3289797;els.vanderstraeten@pioenen.reginapacis.eu;;Gewoon lager onderwijs;Basisonderwijs
Sint-Vincentiuscollege;Kloosterstraat;Buggenhout;51,01516869;4,19948782;directie@sivibu.be;https://www.sivibu.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Vrije Basisschool - Sint-Vincentius;Schoolstraat;Buggenhout;51,01468902;4,197238; ;;Gewoon kleuteronderwijs;Basisonderwijs
Provinciale Lagere School voor Buitengewoon Onderwijs - Kiempunt campus Buggenhout;Klaverveld;Buggenhout;51,01493974;4,19656732;info@kiempuntbuggenhout.net;https://www.kiempuntbuggenhout.be;Buitengewoon lager onderwijs;Basisonderwijs
GO! Basisschool Vierhuizen & Meir;Vierhuizen;Buggenhout;51,01445071;4,19410382;directie@vierhuizen.be;https://www.vierhuizen.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool Vierhuizen & Meir;Vierhuizen;Buggenhout;51,01445071;4,19410382;directie@vierhuizen.be;https://www.vierhuizen.be;Gewoon lager onderwijs;Basisonderwijs
Gemeentelijke Basisschool 't Sprinkhaantje;Collegestraat;Buggenhout;51,01177991;4,19340127;directie@gbsbuggenhout.be;https://www.gbsbuggenhout.be;Gewoon kleuteronderwijs;Basisonderwijs
Gemeentelijke Basisschool 't Sprinkhaantje;Collegestraat;Buggenhout;51,01177991;4,19340127;directie@gbsbuggenhout.be;https://www.gbsbuggenhout.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool - Sint-Vincentius;Kuitelgem;Buggenhout;51,03249032;4,19313867; ;;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool Vierhuizen & Meir;Meir;Buggenhout;50,99911861;4,17877553; ;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Opstal;Broekstraat;Buggenhout;50,99712071;4,17734486; ;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Opstal;Broekstraat;Buggenhout;50,99778504;4,17681509;pietvanbossuyt@vbsopstal.be;https://www.vbsopstal.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool voor Buitengewoon Onderwijs - Blijdorp;Blijdorpstraat;Buggenhout;51,02447291;4,17090499;buggenhout@blijdorp.be;https://www.blijdorp.be;Buitengewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool voor Buitengewoon Onderwijs - Blijdorp;Blijdorpstraat;Buggenhout;51,02447291;4,17090499;buggenhout@blijdorp.be;https://www.blijdorp.be;Buitengewoon lager onderwijs;Basisonderwijs
Buitengewoon Secundair Onderwijs Blijdorp;Blijdorpstraat;Buggenhout;51,02447291;4,17090499;anke.dereuse@blijdorp.be;https://www.Blijdorp.be;Buitengewoon secundair onderwijs;Secundair onderwijs
Vrije Basisschool - Sint-Vincentius;Schoolstraat;Buggenhout;51,01489635;4,19763625;vbs.buggenhout@vincentrum.be;https://www.vincentrum.be;Gewoon lager onderwijs;Basisonderwijs
Provinciale School voor buitengewoon Secundair Onderwijs - Richtpunt campus Buggenhout;Platteput;Buggenhout;51,01369401;4,19300938;info@richtpuntbuggenhout.net;https://www.richtpuntbuggenhout.be;Buitengewoon secundair onderwijs;Secundair onderwijs
Vrije Kleuterschool - Sint-Jozef;Vekenstraat;Buggenhout;51,02916414;4,21910892;info@kleuterschoolopdorp.be;https://www.kleuterschoolopdorp.be;Gewoon kleuteronderwijs;Basisonderwijs
Buitengewoon Secundair Onderwijs Capelderij;Vekenstraat;Buggenhout;51,03016906;4,21765171;buso@capelderij.be;https://www.capelderij.be;Buitengewoon secundair onderwijs;Secundair onderwijs
Gemeentelijke Lagere School - De Pupil;Veldstraat;Buggenhout;51,02609664;4,21735121;directie@depupil.be;https://www.depupil.be;Gewoon lager onderwijs;Basisonderwijs
De Academie Buggenhout;Kasteelstraat;Buggenhout;51,0042133;4,20757687;academie@buggenhout.be;https://www.buggenhout.be;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Vrije Basisschool Moerkerke;Hoornstraat;Damme;51,25310558;3,38355212; ;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Moerkerke;Hoornstraat;Damme;51,25310558;3,38355212; ;;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool Lapscheure;Vredestraat;Damme;51,27720845;3,35622759;info@vbslapscheure.be;https://www.vbslapscheure.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Lapscheure;Vredestraat;Damme;51,27720845;3,35622759;info@vbslapscheure.be;https://www.vbslapscheure.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool Moerkerke;Vissersstraat;Damme;51,24440433;3,33920941;info@vbsmoerkerke.be;https://www.vbsmoerkerke.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Moerkerke;Vissersstraat;Damme;51,24440433;3,33920941;info@vbsmoerkerke.be;https://www.vbsmoerkerke.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool Sint-Maarten;Kloosterstraat;Damme;51,20248623;3,32267703;info@vrijebasisschoolsijsele.be;https://www.vrijebasisschoolsijsele.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Sint-Maarten;Kloosterstraat;Damme;51,20248623;3,32267703;info@vrijebasisschoolsijsele.be;https://www.vrijebasisschoolsijsele.be;Gewoon lager onderwijs;Basisonderwijs
Gemeentelijke Basisschool Het Spoor;Stationsstraat;Damme;51,20254281;3,32094437;gemeenteschool@damme.be;https://www.gemeenteschool-damme.be-www.schooldeooievaar.be;Gewoon kleuteronderwijs;Basisonderwijs
Gemeentelijke Basisschool Het Spoor;Stationsstraat;Damme;51,20254281;3,32094437;gemeenteschool@damme.be;https://www.gemeenteschool-damme.be-www.schooldeooievaar.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool Sint-Maarten;Hovingenlaan;Damme;51,2112824;3,31307702; ;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Onze- Lieve-Vrouwecollege Afdeling Vivenkapelle;Bradericplein;Damme;51,23086867;3,30789455;directie@olva-viven.be;https://www.olva-viven.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Onze- Lieve-Vrouwecollege Afdeling Vivenkapelle;Bradericplein;Damme;51,23086867;3,30789455;directie@olva-viven.be;https://www.olva-viven.be;Gewoon lager onderwijs;Basisonderwijs
Gemeentelijke Basisschool Het Spoor;Speystraat;Damme;51,25228606;3,28169487;schooldeooievaar@damme.be;https://www.schooldeooievaar.be;Gewoon kleuteronderwijs;Basisonderwijs
Gemeentelijke Basisschool Het Spoor;Speystraat;Damme;51,25228606;3,28169487;schooldeooievaar@damme.be;https://www.schooldeooievaar.be;Gewoon lager onderwijs;Basisonderwijs
GO!Basisschool 't Klavertje;Brugsesteenweg;De Haan;51,29734394;3,0836449;directie.tklavertje@sgimpact.be;https://www.basisschooltklavertje.be;Gewoon kleuteronderwijs;Basisonderwijs
GO!Basisschool 't Klavertje;Brugsesteenweg;De Haan;51,29734394;3,0836449;directie.tklavertje@sgimpact.be;https://www.basisschooltklavertje.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool - H.Hart;Kerkstraat;De Haan;51,29955201;3,08250849;regine.goeminne@atotzee.be;https://www.atotzee.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - H.Hart;Kerkstraat;De Haan;51,29955201;3,08250849;regine.goeminne@atotzee.be;https://www.atotzee.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool De Zeeboon;Kloosterstraat;De Haan;51,25395029;3,05568858; ;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool De Zeeboon;Kloosterstraat;De Haan;51,25395029;3,05568858; ;;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool De Zeeboon;Grotestraat;De Haan;51,27116146;3,0368169;vbs.dezeeboon@atotzee.be;https://www.dezeeboon.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool De Zeeboon;Grotestraat;De Haan;51,27116146;3,0368169;vbs.dezeeboon@atotzee.be;https://www.dezeeboon.be;Gewoon lager onderwijs;Basisonderwijs
Stedelijke Academie voor Muziek en Woord;Leopoldlaan;De Haan;51,27568625;3,0299083; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
